PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
H9L449,E1_250721_25...E012_sample_06,36365.580923522124,EM16223,1,1073,34523.2781210359
H9L449,E1_250721_25...E012_sample_12,40263.4080161283,EM16223,2,992,36611.0354989139
H9L449,E1_250721_25...E012_sample_18,36324.426687500534,EM16223,3,1067,34643.0505560328
H9L449,E1_250721_25...E012_sample_24,37788.5217679279,EM16223,4,1036,38350.2781686015
H9L449,E1_250721_25...E012_sample_02,26240.05208192127,EM8513,1,1346,28790.6087257313
H9L449,E1_250721_25...E012_sample_08,24678.763613081755,EM8513,2,1391,26891.1546466967
H9L449,E1_250721_25...E012_sample_14,20298.012231174773,EM8513,3,1569,24321.8062676963
H9L449,E1_250721_25...E012_sample_20,22537.377301267843,EM8513,4,1484,23702.1615282187
H9L449,E1_250721_25...E012_sample_03,30624.770789297785,EM9660,1,1208,31041.2563337866
H9L449,E1_250721_25...E012_sample_09,33463.93200734807,EM9660,2,1133,35379.3944475895
H9L449,E1_250721_25...E012_sample_15,30440.039285240862,EM9660,3,1225,32302.1388537314
H9L449,E1_250721_25...E012_sample_21,32525.976204111033,EM9660,4,1150,35493.2240053875
H9L449,E1_250721_25...E012_sample_04,33361.179617985654,EM9661,1,1140,31376.7958579549
H9L449,E1_250721_25...E012_sample_10,28861.566252375007,EM9661,2,1246,27417.5473447113
H9L449,E1_250721_25...E012_sample_16,33795.06246495728,EM9661,3,1141,32558.472250646
H9L449,E1_250721_25...E012_sample_22,33722.185392121224,EM9661,4,1132,29639.5884883989
H9L449,E1_250721_25...E012_sample_05,35250.481329747105,EM9662,1,1091,32772.8793602317
H9L449,E1_250721_25...E012_sample_11,33438.86957373831,EM9662,2,1131,32116.6610988213
H9L449,E1_250721_25...E012_sample_17,40416.01326256724,EM9662,3,994,38477.4678944983
H9L449,E1_250721_25...E012_sample_23,37774.596425848606,EM9662,4,1062,35261.5812909326
H9L449,E1_250721_25...E012_sample_01,31995.241934099602,TH9677,1,1169,33977.6480128465
H9L449,E1_250721_25...E012_sample_07,38271.17146473806,TH9677,2,1017,37293.2948504379
H9L449,E1_250721_25...E012_sample_13,32874.37571202326,TH9677,3,1143,33733.6587156134
H9L449,E1_250721_25...E012_sample_19,33213.325817158904,TH9677,4,1146,34312.2493013734
H9L451,E1_250721_25...E012_sample_06,129494.57280426809,EM16223,1,397,122934.29772202
H9L451,E1_250721_25...E012_sample_12,115247.80023656345,EM16223,2,421,104793.446792741
H9L451,E1_250721_25...E012_sample_18,122414.61705273676,EM16223,3,408,116748.319356535
H9L451,E1_250721_25...E012_sample_24,124673.93039403787,EM16223,4,410,126527.307428104
H9L451,E1_250721_25...E012_sample_02,113119.12130255593,EM8513,1,457,124114.401551217
H9L451,E1_250721_25...E012_sample_08,110646.84001539578,EM8513,2,457,120566.059656453
H9L451,E1_250721_25...E012_sample_14,110256.03074403768,EM8513,3,449,132112.730500924
H9L451,E1_250721_25...E012_sample_20,112145.23747068101,EM8513,4,444,117941.164919886
H9L451,E1_250721_25...E012_sample_03,99699.16856638397,EM9660,1,472,101055.040347144
H9L451,E1_250721_25...E012_sample_09,100521.41194636258,EM9660,2,475,106275.218432134
H9L451,E1_250721_25...E012_sample_15,97076.46671082072,EM9660,3,492,103014.89685143
H9L451,E1_250721_25...E012_sample_21,100055.1764523482,EM9660,4,478,109182.911788299
H9L451,E1_250721_25...E012_sample_04,95180.05252286578,EM9661,1,497,89518.5695457044
H9L451,E1_250721_25...E012_sample_10,99337.95638024787,EM9661,2,479,94367.8211489367
H9L451,E1_250721_25...E012_sample_16,98445.48626278459,EM9661,3,501,94843.2817963213
H9L451,E1_250721_25...E012_sample_22,110685.8910766984,EM9661,4,431,97285.6362906888
H9L451,E1_250721_25...E012_sample_05,116313.9796993187,EM9662,1,432,108138.779409443
H9L451,E1_250721_25...E012_sample_11,107426.7225607812,EM9662,2,460,103178.955671138
H9L451,E1_250721_25...E012_sample_17,107104.16068724412,EM9662,3,467,101966.932696638
H9L451,E1_250721_25...E012_sample_23,118635.9631038309,EM9662,4,433,110743.516882453
H9L451,E1_250721_25...E012_sample_01,113117.64025283454,TH9677,1,428,120126.341675146
H9L451,E1_250721_25...E012_sample_07,126300.68543609009,TH9677,2,389,123073.54391073
H9L451,E1_250721_25...E012_sample_13,121967.34731690778,TH9677,3,411,125155.376481643
H9L451,E1_250721_25...E012_sample_19,112161.00815859016,TH9677,4,431,115872.059757493
H9L453,E1_250721_25...E012_sample_06,5944.816875204214,EM16223,1,2402,5643.64877857766
H9L453,E1_250721_25...E012_sample_12,2963.0222467718672,EM16223,2,2587,2694.24070156165
H9L453,E1_250721_25...E012_sample_18,2357.0751448276906,EM16223,3,2674,2247.97143005515
H9L453,E1_250721_25...E012_sample_24,2316.647915251829,EM16223,4,2654,2351.08672718769
H9L453,E1_250721_25...E012_sample_02,2186.3172694313253,EM8513,1,2679,2398.82927282276
H9L453,E1_250721_25...E012_sample_08,4411.714496456499,EM8513,2,2524,4807.2139529064
H9L453,E1_250721_25...E012_sample_14,8966.24409000539,EM8513,3,2231,10743.6752536318
H9L453,E1_250721_25...E012_sample_20,10313.590452491208,EM8513,4,2197,10846.6208633375
H9L453,E1_250721_25...E012_sample_03,3720.9954530426216,EM9660,1,2572,3771.59961357539
H9L453,E1_250721_25...E012_sample_09,7660.84397400971,EM9660,2,2299,8099.34770063524
H9L453,E1_250721_25...E012_sample_15,5405.837088549698,EM9660,3,2475,5736.52677050419
H9L453,E1_250721_25...E012_sample_21,5946.404280242028,EM9660,4,2444,6488.87700774218
H9L453,E1_250721_25...E012_sample_04,11208.046459482084,EM9661,1,2034,10541.3714308846
H9L453,E1_250721_25...E012_sample_10,5960.292194935907,EM9661,2,2353,5662.08333996846
H9L453,E1_250721_25...E012_sample_16,2553.7480892551634,EM9661,3,2657,2460.30426442828
H9L453,E1_250721_25...E012_sample_22,7742.590033037473,EM9661,4,2224,6805.22865719214
H9L453,E1_250721_25...E012_sample_05,5579.145388752392,EM9662,1,2339,5187.01169065957
H9L453,E1_250721_25...E012_sample_11,4574.582243549482,EM9662,2,2444,4393.69839523972
H9L453,E1_250721_25...E012_sample_17,5328.35025939535,EM9662,3,2357,5072.77708725453
H9L453,E1_250721_25...E012_sample_23,6420.867382773952,EM9662,4,2324,5993.70896312349
H9L453,E1_250721_25...E012_sample_01,2509.0557461534177,TH9677,1,2616,2664.51534146869
H9L453,E1_250721_25...E012_sample_07,3140.0510796510625,TH9677,2,2570,3059.81882124403
H9L453,E1_250721_25...E012_sample_13,4037.9303940659693,TH9677,3,2537,4143.475362819
H9L453,E1_250721_25...E012_sample_19,2236.8481370871486,TH9677,4,2672,2310.85833895608
H9L457,E1_250721_25...E012_sample_06,10630.582383769544,EM16223,1,2082,10092.0305108085
H9L457,E1_250721_25...E012_sample_12,11481.750017694032,EM16223,2,1996,10440.2180093416
H9L457,E1_250721_25...E012_sample_18,12559.979907643796,EM16223,3,1946,11978.606645786
H9L457,E1_250721_25...E012_sample_24,10684.939147872492,EM16223,4,2067,10843.7792579458
H9L457,E1_250721_25...E012_sample_02,7569.855355307213,EM8513,1,2307,8305.65209873144
H9L457,E1_250721_25...E012_sample_08,8843.68933206795,EM8513,2,2215,9636.5045350132
H9L457,E1_250721_25...E012_sample_14,8696.059835892958,EM8513,3,2251,10419.9307898753
H9L457,E1_250721_25...E012_sample_20,9559.359094758416,EM8513,4,2249,10053.4090698062
H9L457,E1_250721_25...E012_sample_03,13491.507918286765,EM9660,1,1900,13674.9874309983
H9L457,E1_250721_25...E012_sample_09,12113.442370408584,EM9660,2,1988,12806.8110958008
H9L457,E1_250721_25...E012_sample_15,10925.428614080038,EM9660,3,2081,11593.7666446987
H9L457,E1_250721_25...E012_sample_21,11361.175418300645,EM9660,4,2053,12397.6215673207
H9L457,E1_250721_25...E012_sample_04,13944.3659537587,EM9661,1,1853,13114.92965506
H9L457,E1_250721_25...E012_sample_10,13762.884570305165,EM9661,2,1841,13074.2918110027
H9L457,E1_250721_25...E012_sample_16,11377.88587802969,EM9661,3,2005,10961.5593110671
H9L457,E1_250721_25...E012_sample_22,13761.09823313828,EM9661,4,1840,12095.1024981301
H9L457,E1_250721_25...E012_sample_05,11615.660533432007,EM9662,1,1976,10799.2466199412
H9L457,E1_250721_25...E012_sample_11,11739.310022711163,EM9662,2,1968,11275.1252162398
H9L457,E1_250721_25...E012_sample_17,7239.318692721115,EM9662,3,2240,6892.08633141478
H9L457,E1_250721_25...E012_sample_23,8649.940752636776,EM9662,4,2184,8074.48968011047
H9L457,E1_250721_25...E012_sample_01,5795.449318634518,TH9677,1,2354,6154.53189666266
H9L457,E1_250721_25...E012_sample_07,15979.494744065234,TH9677,2,1725,15571.1985351825
H9L457,E1_250721_25...E012_sample_13,11031.616081589116,TH9677,3,2066,11319.9646812425
H9L457,E1_250721_25...E012_sample_19,11764.407914030426,TH9677,4,2020,12153.6548146804
H9L460,E1_250721_25...E012_sample_06,24615.116162258273,EM16223,1,1399,23368.0991660326
H9L460,E1_250721_25...E012_sample_12,26530.3078863985,EM16223,2,1342,24123.6917510057
H9L460,E1_250721_25...E012_sample_18,36163.13719563879,EM16223,3,1069,34489.2267925143
H9L460,E1_250721_25...E012_sample_24,38917.654966562484,EM16223,4,1013,39496.1968293783
H9L460,E1_250721_25...E012_sample_02,37163.14008804663,EM8513,1,1050,40775.4307024283
H9L460,E1_250721_25...E012_sample_08,40730.88051754914,EM8513,2,973,44382.3047242505
H9L460,E1_250721_25...E012_sample_14,33785.7529557694,EM8513,3,1114,40483.3009577368
H9L460,E1_250721_25...E012_sample_20,42597.92395648298,EM8513,4,946,44799.4840254344
H9L460,E1_250721_25...E012_sample_03,36029.75855581624,EM9660,1,1065,36519.7499328346
H9L460,E1_250721_25...E012_sample_09,34639.51169083402,EM9660,2,1106,36622.2638544927
H9L460,E1_250721_25...E012_sample_15,41311.92091156895,EM9660,3,972,43839.0828965486
H9L460,E1_250721_25...E012_sample_21,41877.088994821344,EM9660,4,949,45697.410926559
H9L460,E1_250721_25...E012_sample_04,30577.050255197486,EM9661,1,1206,28758.2715833742
H9L460,E1_250721_25...E012_sample_10,33494.08444454151,EM9661,2,1115,31818.2886540472
H9L460,E1_250721_25...E012_sample_16,38234.07002815465,EM9661,3,1043,36835.052733864
H9L460,E1_250721_25...E012_sample_22,42951.2445655726,EM9661,4,937,37751.3259945954
H9L460,E1_250721_25...E012_sample_05,45540.03008695456,EM9662,1,905,42339.220793607
H9L460,E1_250721_25...E012_sample_11,42425.93015733059,EM9662,2,953,40748.3637465834
H9L460,E1_250721_25...E012_sample_17,50346.38106703161,EM9662,3,849,47931.5277468274
H9L460,E1_250721_25...E012_sample_23,51609.420609980705,EM9662,4,837,48176.0217819689
H9L460,E1_250721_25...E012_sample_01,28115.299992050022,TH9677,1,1277,29857.3071856456
H9L460,E1_250721_25...E012_sample_07,35619.14587769098,TH9677,2,1066,34709.0318560381
H9L460,E1_250721_25...E012_sample_13,38087.975826072965,TH9677,3,1017,39083.5339031356
H9L460,E1_250721_25...E012_sample_19,36958.21484330487,TH9677,4,1050,38181.044813707
H9L461,E1_250721_25...E012_sample_06,31713.91060017473,EM16223,1,1187,30107.26429087
H9L461,E1_250721_25...E012_sample_12,24520.416383076845,EM16223,2,1397,22296.1214383387
H9L461,E1_250721_25...E012_sample_18,33022.02422034246,EM16223,3,1152,31493.5088823168
H9L461,E1_250721_25...E012_sample_24,33729.2173198311,EM16223,4,1137,34230.6289345931
H9L461,E1_250721_25...E012_sample_02,30194.586369954723,EM8513,1,1221,33129.5273004281
H9L461,E1_250721_25...E012_sample_08,29307.19511762049,EM8513,2,1234,31934.5137594773
H9L461,E1_250721_25...E012_sample_14,29312.122380876914,EM8513,3,1235,35122.8363508298
H9L461,E1_250721_25...E012_sample_20,32990.48579325188,EM8513,4,1151,34695.5110487533
H9L461,E1_250721_25...E012_sample_03,29941.02046099914,EM9660,1,1231,30348.2072541688
H9L461,E1_250721_25...E012_sample_09,27051.036011214775,EM9660,2,1318,28599.4267812451
H9L461,E1_250721_25...E012_sample_15,30803.194141193628,EM9660,3,1214,32687.5088748562
H9L461,E1_250721_25...E012_sample_21,31045.535424622398,EM9660,4,1183,33877.7270289598
H9L461,E1_250721_25...E012_sample_04,29740.187667759717,EM9661,1,1229,27971.187107709
H9L461,E1_250721_25...E012_sample_10,29106.87477081198,EM9661,2,1238,27650.5824426507
H9L461,E1_250721_25...E012_sample_16,32694.607306424456,EM9661,3,1169,31498.2836867301
H9L461,E1_250721_25...E012_sample_22,34042.81688117065,EM9661,4,1117,29921.4025310341
H9L461,E1_250721_25...E012_sample_05,34557.54528359723,EM9662,1,1108,32128.6467543733
H9L461,E1_250721_25...E012_sample_11,30150.929944256735,EM9662,2,1216,28958.7300999703
H9L461,E1_250721_25...E012_sample_17,36761.65408125465,EM9662,3,1051,34998.3892639459
H9L461,E1_250721_25...E012_sample_23,37410.94137189213,EM9662,4,1071,34922.1189680957
H9L461,E1_250721_25...E012_sample_01,26579.608373082043,TH9677,1,1327,28226.4650312701
H9L461,E1_250721_25...E012_sample_07,28975.045122818025,TH9677,2,1250,28234.69624037
H9L461,E1_250721_25...E012_sample_13,32093.750017613627,TH9677,3,1174,32932.6287282904
H9L461,E1_250721_25...E012_sample_19,33060.098947586426,TH9677,4,1148,34153.9526412502
H9L462,E1_250721_25...E012_sample_06,20347.293082771823,EM16223,1,1546,19316.4866411469
H9L462,E1_250721_25...E012_sample_12,15565.653869436677,EM16223,2,1758,14153.6629524624
H9L462,E1_250721_25...E012_sample_18,22177.912680102658,EM16223,3,1469,21151.3469108229
H9L462,E1_250721_25...E012_sample_24,26197.400207314015,EM16223,4,1341,26586.8453763483
H9L462,E1_250721_25...E012_sample_02,9620.361691692206,EM8513,1,2172,10555.469493765
H9L462,E1_250721_25...E012_sample_08,10601.764281661775,EM8513,2,2088,11552.186620681
H9L462,E1_250721_25...E012_sample_14,7407.862337709936,EM8513,3,2349,8876.36634482002
H9L462,E1_250721_25...E012_sample_20,13553.692736031297,EM8513,4,1956,14254.1791903704
H9L462,E1_250721_25...E012_sample_03,11876.146483393313,EM9660,1,2007,12037.6576786475
H9L462,E1_250721_25...E012_sample_09,10758.029778100672,EM9660,2,2079,11373.8152143855
H9L462,E1_250721_25...E012_sample_15,14582.647094155842,EM9660,3,1856,15474.7070749931
H9L462,E1_250721_25...E012_sample_21,16158.391526409003,EM9660,4,1761,17632.4733934074
H9L462,E1_250721_25...E012_sample_04,12107.985246822844,EM9661,1,1982,11387.7802191345
H9L462,E1_250721_25...E012_sample_10,12944.78036646806,EM9661,2,1885,12297.1194792771
H9L462,E1_250721_25...E012_sample_16,20086.867392448534,EM9661,3,1577,19351.8717498328
H9L462,E1_250721_25...E012_sample_22,19143.150744757913,EM9661,4,1605,16825.5735459712
H9L462,E1_250721_25...E012_sample_05,23740.015550628385,EM9662,1,1420,22071.4338159748
H9L462,E1_250721_25...E012_sample_11,22388.143751192936,EM9662,2,1478,21502.892730963
H9L462,E1_250721_25...E012_sample_17,26756.701599587846,EM9662,3,1317,25473.3221723863
H9L462,E1_250721_25...E012_sample_23,27869.51817593875,EM9662,4,1303,26015.4541327548
H9L462,E1_250721_25...E012_sample_01,10736.363935860183,TH9677,1,2021,11401.5826322503
H9L462,E1_250721_25...E012_sample_07,13579.575911575823,TH9677,2,1856,13232.6006503592
H9L462,E1_250721_25...E012_sample_13,17930.13152516973,TH9677,3,1652,18398.796159494
H9L462,E1_250721_25...E012_sample_19,21632.808883307087,TH9677,4,1493,22348.5698354701
H9L467,E1_250721_25...E012_sample_06,19057.20372643696,EM16223,1,1607,18091.7540088427
H9L467,E1_250721_25...E012_sample_12,15538.345067054976,EM16223,2,1762,14128.8313849749
H9L467,E1_250721_25...E012_sample_18,18462.917707027627,EM16223,3,1639,17608.3107116602
H9L467,E1_250721_25...E012_sample_24,20950.48346684399,EM16223,4,1520,21261.9290496319
H9L467,E1_250721_25...E012_sample_02,17499.28212636919,EM8513,1,1698,19200.228075332
H9L467,E1_250721_25...E012_sample_08,12462.688465924346,EM8513,2,1982,13579.9381243364
H9L467,E1_250721_25...E012_sample_14,7199.473013040422,EM8513,3,2365,8626.66678187052
H9L467,E1_250721_25...E012_sample_20,13812.396391176157,EM8513,4,1938,14526.2532538347
H9L467,E1_250721_25...E012_sample_03,18954.618192473794,EM9660,1,1621,19212.3939823004
H9L467,E1_250721_25...E012_sample_09,20478.989438195636,EM9660,2,1554,21651.1988209529
H9L467,E1_250721_25...E012_sample_15,16250.857167364149,EM9660,3,1759,17244.9660722637
H9L467,E1_250721_25...E012_sample_21,18706.38943708742,EM9660,4,1616,20412.9175541437
H9L467,E1_250721_25...E012_sample_04,17480.5482210986,EM9661,1,1686,16440.7733569124
H9L467,E1_250721_25...E012_sample_10,14266.652248730858,EM9661,2,1816,13552.8546877778
H9L467,E1_250721_25...E012_sample_16,18580.63535225577,EM9661,3,1638,17900.7540271033
H9L467,E1_250721_25...E012_sample_22,23143.53716578649,EM9661,4,1448,20341.6507496025
H9L467,E1_250721_25...E012_sample_05,16284.076031799626,EM9662,1,1720,15139.5396360915
H9L467,E1_250721_25...E012_sample_11,20619.1541903101,EM9662,2,1538,19803.8508991528
H9L467,E1_250721_25...E012_sample_17,19423.153849575727,EM9662,3,1584,18491.5264601108
H9L467,E1_250721_25...E012_sample_23,22536.927318494414,EM9662,4,1473,21037.6223674262
H9L467,E1_250721_25...E012_sample_01,16897.149177301628,TH9677,1,1678,17944.0864472735
H9L467,E1_250721_25...E012_sample_07,20152.537143524973,TH9677,2,1542,19637.6144474788
H9L467,E1_250721_25...E012_sample_13,14977.804101320711,TH9677,3,1819,15369.2996724643
H9L467,E1_250721_25...E012_sample_19,19275.761981400377,TH9677,4,1599,19913.5357362511
H9L469,E1_250721_25...E012_sample_06,7773.924597618402,EM16223,1,2281,7380.0927734375
H9L469,E1_250721_25...E012_sample_12,2033.186927649946,EM16223,2,2700,1848.75256347656
H9L469,E1_250721_25...E012_sample_18,4970.280914364592,EM16223,3,2462,4740.2177734375
H9L469,E1_250721_25...E012_sample_24,4576.293491654807,EM16223,4,2470,4644.32373046875
H9L469,E1_250721_25...E012_sample_02,5810.3547604683545,EM8513,1,2424,6375.12646484375
H9L469,E1_250721_25...E012_sample_08,3677.0378114536347,EM8513,2,2560,4006.67529296875
H9L469,E1_250721_25...E012_sample_14,4399.127527025471,EM8513,3,2544,5271.1923828125
H9L469,E1_250721_25...E012_sample_20,14732.203969092829,EM8513,4,1885,15493.5986328125
H9L469,E1_250721_25...E012_sample_03,7058.504028799246,EM9660,1,2333,7154.4970703125
H9L469,E1_250721_25...E012_sample_09,4713.478682412803,EM9660,2,2512,4983.2763671875
H9L469,E1_250721_25...E012_sample_15,7918.1046745537715,EM9660,3,2299,8402.4765625
H9L469,E1_250721_25...E012_sample_21,5256.508364600807,EM9660,4,2491,5736.0439453125
H9L469,E1_250721_25...E012_sample_04,6798.75071517844,EM9661,1,2332,6394.3486328125
H9L469,E1_250721_25...E012_sample_10,6774.799125065079,EM9661,2,2291,6435.83837890625
H9L469,E1_250721_25...E012_sample_16,9350.582320862197,EM9661,3,2141,9008.4365234375
H9L469,E1_250721_25...E012_sample_22,1807.6074009718236,EM9661,4,2715,1588.76831054688
H9L469,E1_250721_25...E012_sample_05,8479.740653871057,EM9662,1,2154,7883.73681640625
H9L469,E1_250721_25...E012_sample_11,3235.2961938073977,EM9662,2,2549,3107.369140625
H9L469,E1_250721_25...E012_sample_17,6423.170972700982,EM9662,3,2290,6115.0849609375
H9L469,E1_250721_25...E012_sample_23,4938.446717438104,EM9662,4,2433,4609.90869140625
H9L469,E1_250721_25...E012_sample_01,4163.000017301868,TH9677,1,2483,4420.93701171875
H9L469,E1_250721_25...E012_sample_07,2255.999085690546,TH9677,2,2664,2198.35546875
H9L469,E1_250721_25...E012_sample_13,2798.723340494803,TH9677,3,2643,2871.87744140625
H9L469,E1_250721_25...E012_sample_19,3650.8022496057447,TH9677,4,2591,3771.595703125
H9L472,E1_250721_25...E012_sample_06,2432.3332920355174,EM16223,1,2675,2309.10978434781
H9L472,E1_250721_25...E012_sample_12,2331.853521377991,EM16223,2,2670,2120.32652614105
H9L472,E1_250721_25...E012_sample_18,2579.18509602793,EM16223,3,2653,2459.80041044414
H9L472,E1_250721_25...E012_sample_24,2339.4774586010362,EM16223,4,2650,2374.25564983783
H9L472,E1_250721_25...E012_sample_02,173208.89951038198,EM8513,1,313,190044.960202411
H9L472,E1_250721_25...E012_sample_08,167918.09375885612,EM8513,2,323,182971.541769391
H9L472,E1_250721_25...E012_sample_14,152273.0844720307,EM8513,3,326,182459.071269312
H9L472,E1_250721_25...E012_sample_20,152003.45991722692,EM8513,4,329,159859.353271046
H9L472,E1_250721_25...E012_sample_03,97341.76164313132,EM9660,1,482,98665.5735625207
H9L472,E1_250721_25...E012_sample_09,93408.0135651029,EM9660,2,503,98754.6518968515
H9L472,E1_250721_25...E012_sample_15,89893.99902172376,EM9660,3,521,95393.058179292
H9L472,E1_250721_25...E012_sample_21,94811.26512084015,EM9660,4,496,103460.614065838
H9L472,E1_250721_25...E012_sample_04,3468.3177160405894,EM9661,1,2566,3262.01585773857
H9L472,E1_250721_25...E012_sample_10,4928.957999385196,EM9661,2,2450,4682.34946525525
H9L472,E1_250721_25...E012_sample_16,4294.4775803759885,EM9661,3,2516,4137.3389759725
